,id,name,popularity,followers,genre,first_release,last_release,num_releases,num_tracks,monthly_listeners
28563,4Uu8hbzDD9HAtLosp8g4jB,dropdead,22,31452,"anarcho-punk, crust punk, grindcore, new england metal, powerviolence, thrash core",2004,2020,20,6,11796.0
28565,5tn2QBI1Z2CQagAgq3vFZk,guardner,6,1229,"future ambient, german electronica",2019,2023,6,12,1825.0
28570,6OVWDN6Ty6RfnhUJlrYBlI,redhook,41,45410,"australian alternative rock, slayer",2019,2024,20,1,311594.0
28575,2I8MFkHdr4qra9vBPPpuCT,reload,14,1583,"burmese pop, myanmar hip hop",2017,2024,15,3,4367.0
28577,7ppzDTbd70HNufydggvcZC,deathgang,2,1253,yogyakarta indie,2019,2020,2,1,508.0
28585,4ODj0DFAPTqvsz6BJ4o5Kr,peter garland,4,765,"american 21st century classical, minimalism, post-minimalism, tzadik",1992,2023,13,4,586.0
28586,3sjqdc4V86Y8fAzdmYZoH2,nocturnus ad,9,4875,florida death metal,2019,2024,5,1,2583.0
28587,5VfzgQxLVzaMeQlc1tq6mn,d punto d,6,4130,cubaton,2011,2011,1,16,1495.0
28598,0gEieVCFo0DDHSnbnTEDX1,joryj kłoc,23,4552,"ukrainian folk, ukrainian folk rock, ukrainian indie",2014,2023,5,16,9281.0
28600,5BWqdIvyPGKRyA8xe6kkBe,heleza,23,1842,estonian pop,2019,2023,13,1,17320.0
28602,2lcpqd0VbVWUiezfQajUMZ,barb wire dolls,6,5616,greek punk,2016,2022,7,1,1340.0
28604,34Vh3jGIyYiAFEMnqNVtbW,quique escamilla,1,604,"canadian folk, canadian latin, musica chiapaneca",2014,2019,2,12,207.0
28606,2owo11kDvRW2UJchxJlQIS,eatmewhileimhot!,20,31083,electropowerpop,2009,2012,5,5,16661.0
28609,0Bcs376c8LqOdFqtFvg4Nw,anthony johnson,19,10365,"old school dancehall, roots reggae",1982,2023,20,2,23846.0
28616,6Uj5KeZg7DJ4TvTLZXnqGU,kim massie,1,461,soul blues,2012,2012,2,10,285.0
28617,6EphUHsY7pCcSzi7vXYG75,walt wilkins & the mystiqueros,5,1157,classic texas country,2007,2016,3,12,1670.0
28620,5Y8AFAKX60k8wsHjztJp2T,lucio gallo,14,316,"classical baritone, italian baritone",1992,2023,6,24,4080.0
28623,3ijLfg24w0W2c8V2epSTkH,david morley,4,1135,"ambient techno, belgian experimental",1996,2020,6,4,1143.0
28630,1FlHAcKhPi72QnDbc7SMxh,dwight diller,4,629,"banjo, clawhammer banjo, old-time",2004,2007,2,25,909.0
28631,2iu7W76DMacXn6hzAqmJJU,nuclear assault,32,198439,"crossover thrash, old school thrash, thrash metal",1986,2022,13,6,107167.0
28632,0q8eApZJs5WDBxayY9769C,jeshi,40,35512,uk alternative hip hop,2017,2024,20,1,331172.0
28635,0y9T7O1q6PyYt8fOSJfRm5,coldworld,25,46740,"ambient black metal, atmospheric black metal, autonomous black metal, black metal, blackgaze, bleakgaze, depressive black metal, emotional black metal, german black metal, voidgaze",2006,2024,11,1,26232.0
28637,0aCjVhVSBUMVwo7WRrdLiJ,fievel is glauque,38,25659,experimental indie,2022,2023,4,2,234975.0
28646,5vqfAdPojE72UinxqqjX8J,stayzee kurd,6,3142,kurdish pop,2016,2017,5,4,2533.0
28647,4jpsw9CQS439N0B7SecMgf,ant saunders,42,85496,chill r&b,2018,2023,19,1,619998.0
28649,1XQM2KOWKhc2FQMiyAURLD,amedeo tommasi,26,2030,"italian library music, vintage italian soundtrack",1970,2021,14,19,53514.0
28654,5e4mQ2QunM3CN88XI65i7V,the mellowells,26,13295,lancaster pa indie,2014,2016,8,5,40466.0
28656,6tnqzaOroG2OtBaSfVJbEw,kazka,41,361970,"russian pop, ukrainian pop",2018,2024,20,1,326129.0
28657,3KmbAgLvGynHxwke0lSdxA,randy wood,28,8723,"native american spiritual, native american traditional",2000,2022,11,1,12179.0
28659,2FbG2PIAVFvzszwgz2QuOL,the ray charles singers,36,2800,easy listening,1964,2023,11,6,17650.0
28660,5E2MtBNRzM4FzQWyLvkvXx,radio jarocho,12,3188,son jarocho,2009,2012,2,6,7392.0
28666,23JAFsOi9pFuWZzP4acSbB,orang-utan,10,2323,psychedelic blues-rock,1971,1971,1,8,4939.0
28667,2DG5KVTU0OthnYR5YjbuGb,screen team,7,9889,antiviral pop,2010,2018,17,1,2396.0
28669,0ymGsSV75Q5ksIn3Xx3Its,эйдол,0,217,russian heavy metal,2008,2022,6,3,40.0
28681,5YNOJFwYGjgoalNdZjJ3nz,janneke de roo,8,1223,"classic dutch pop, grunneger muziek, levenslied",2009,2024,20,3,3121.0
28683,2XK10FxaFfu8cocS6qgI5Z,modern soul band,2,674,"eastern bloc groove, ostrock",2007,2018,3,3,460.0
28686,0bZVFgcWJh06EeOdItrb2O,sincarnate,0,155,romanian metal,2017,2017,1,11,24.0
28688,1UBYbKC9ReLlmWHnXDWxVj,mikey dollaz,8,2885,"chicago bop, chicago drill",2016,2023,19,1,2093.0
28694,4Zv449cAssgslcvInvc0wa,lione,31,34320,"melodic dubstep, pop edm",2016,2022,11,1,86945.0
28696,4TGsXIntcGStdQyNQCIniQ,oscar larroca,26,6764,"classic colombian pop, vintage tango",1989,2019,3,18,35330.0
28701,6zfDENMyDD7d0bzxOzKwXo,electric skychurch,3,1555,ambient techno,1995,2006,3,9,790.0
28702,3ZV130WAVXTevPCUyCgXTw,weakling,0,698,usbm,2016,2016,2,4,62.0
28711,7ETxY27poBqP3kbCYJEXlN,soleil,44,935,chill house,2021,2023,6,1,683533.0
28714,7LWdcPFBFcRaamGjIJbPV7,laffey,55,16110,"lo-fi beats, lo-fi study",2018,2024,20,3,646448.0
28715,65nL8HSKtOigMf9h8d4rUK,grimorium verum,1,452,russian black metal,2008,2022,5,15,63.0
28722,2ZDH8Y5Kt2EIIpz6xvQh88,atomic aggressor,9,5917,"chilean metal, lovecraftian metal",2010,2015,2,10,1870.0
28724,0Dm0xxywmn6iGwRO4Mgb37,she hates emotions,22,5464,futurepop,2020,2022,7,1,17070.0
28728,4vGUTPoJLpkF9ibx15QqbO,i campioni,2,110,beat italiano,1956,2016,13,4,817.0
28730,4IBm4kK4hHJStaJISGxaQT,le révélateur,0,370,abstractro,2012,2016,2,5,91.0
28731,5PLynKfQumQiB3ihXcG28Y,my ugly clementine,35,32361,"austrian indie, vienna indie",2019,2023,13,1,109806.0
28733,6rmNdcuNwzokE2TQaI0ubr,girls in airports,26,22262,"danish indie pop, danish modern jazz",2011,2024,20,1,42938.0
28737,15PcQVyfSXPVOEPHs5jRhU,osvaldo coluccino,0,87,italian contemporary classical,2012,2019,5,5,11.0
28738,6s2HLzlqGE56ToNhMvWu7Q,yerachmiel begun & the miami boys choir,33,25250,jewish a capella,2001,2024,20,12,99947.0
28739,4pMt1AgzE3YyjE784QVkr2,lavay smith & her red hot skillet lickers,24,8117,"swing, swing revival",1996,2009,3,11,32269.0
28743,4yL5TutohY8hiHNJLOR6Mi,stephen advance,1,322,hard minimal techno,2013,2019,20,1,525.0
28744,5tR5k24sbKjHEc40daG42m,andrzej kurylewicz,1,590,polish jazz,1975,1975,1,14,780.0
28746,4lscPSXKxkrxBGunEwXM2E,tony middleton,4,356,deep northern soul,1968,2013,3,2,1268.0
28748,4yftKESodUtMyJQScr3mEj,active force,5,619,post-disco soul,1983,2008,2,1,1812.0
28753,4h434Npi0e7fooQBbS3ZuV,the melachrino strings and orchestra,25,1794,"easy listening, man's orchestra",1963,1968,8,12,34146.0
28761,14GYLtWXIJv1bla3Q4ov4V,la bambula,1,313,reggae catala,2016,2019,3,3,446.0
28763,1xFxVvtrB8fqk6t9mRO2x8,cemetery urn,2,1364,australian death metal,2017,2023,3,10,267.0
28764,43aKbycIA40vHixe0yBZJx,mathias duplessy,34,16637,"throat singing, world",2008,2024,20,1,140605.0
28767,5dHtgyh5H63s0HfKWW7Tzi,vidya subramanian,0,457,"carnatic vocal, indian classical",2006,2014,6,6,42.0
28769,1gRFwfn0jwIRH6ySFOLZvK,doomshine,0,2103,"epic doom, neo-trad doom metal",2010,2015,2,10,112.0
28778,74QFyYabll2IbzAmHD6cX3,houari dauphin,30,141793,"rai, rai algerien",2011,2020,20,7,60616.0
28780,2CS3ZnGGC3wxRyay9mL1Qf,martin newell,9,3868,beatlesque,1993,2018,11,4,1929.0
28784,2LNfVxxm5kfNQa95GS25xP,mali velasquez,26,5405,"countrygaze, small room",2023,2023,5,1,43229.0
28787,5ffORofXMmNRRtwIeQsyW3,charlee nguyen,42,1974,"lo-fi sleep, lo-fi study",2021,2024,20,1,344339.0
28788,58dfpnXBkKgFNH2JFtEAv0,vintage & morelli,31,14356,"progressive house, progressive trance, serbian electronic",2016,2024,20,2,85629.0
28789,1HJJ0IVC9ijHY5XPesgdLB,anna meyers,0,44,classic female blues,2015,2015,1,4,60.0
28794,0xBBjvYwXtW0k90kDx9JLs,downhill2k01,34,20741,chill breakcore,2021,2023,16,1,132958.0
28798,10KHZjjoB1dLqa8a15OMar,marumo,18,1733,afro-funk,1982,1988,2,12,22500.0
28804,6p7mY6eT4YDPb5y5uULuC9,pierre arvay,14,421,"italian library music, library music",2011,2017,2,16,9847.0
28805,1eqnCI77b9DYAeWSzhaNnH,shane d,13,512,soulful house,2010,2021,13,3,9814.0
28807,1wFdWxzcJOmD61tZBVk0lu,jazzu,31,29480,lithuanian pop,2018,2023,17,1,57388.0
28815,1fe8ef25l1AS0ZZCQtTMAj,benjamin hulett,4,120,classical tenor,2009,2023,14,1,720.0
28816,5iVclZtSMnpGrv2qpOSmnV,steph stewart & the boyfriends,0,104,north carolina roots,2013,2015,2,10,25.0
28817,2sIi3RySLmRcAFy3WtUarM,roms,13,3362,rap calme,2018,2021,14,1,6876.0
28820,6T7sN8mSIYGjokmiXXfdtX,and then there was you,0,336,neon pop punk,2008,2009,2,10,92.0
28821,0uY2nfoE8WUyqdZ8qJGT9O,peekay tayloh,0,34,abstract idm,2004,2004,1,13,10.0
28827,262YmXQ7B0sF4OzScs6fLw,vacivus,1,1831,cavernous death metal,2015,2019,7,5,179.0
28828,112CaF6ayJD0CIe64FjhhX,emma muscat,35,142791,"italian adult pop, italian pop",2018,2023,14,6,182556.0
28831,0FYz8TFYqFyn0puYL54Qth,silvana malta,4,678,bossa nova jazz,2003,2007,3,8,597.0
28835,4wyNyxs74Ux8UIDopNjIai,king krule,57,827835,uk alternative pop,2013,2024,20,1,1260438.0
28838,3YDtlBGmfvE2Xw0avhHeK5,brymir,27,26642,"finnish melodeath, folk metal, melodic death metal, symphonic death metal, symphonic melodic death metal",2011,2022,12,1,29173.0
28844,1buKzJRsNqt1ZZGitqgFXx,divinefire,14,13889,"christian metal, christian power metal, christian symphonic metal",2005,2011,5,8,5416.0
28846,5UEYqsKUi9uxpMzgZBDKii,robert kelly,19,5837,"deep comedy, new comedy",2008,2023,5,15,16310.0
28847,3r7JfDiwYLZGtwITGn0smi,nir shoshani,0,128,israeli techno,2010,2021,12,3,112.0
28850,0eVyjRhzZKke2KFYTcDkeu,the alchemist,68,645237,"alternative hip hop, drumless hip hop, hip hop, instrumental hip hop, west coast rap",2020,2024,20,10,6337399.0
28856,69GrMdd7iMIjeRJxxJJ1nl,adelaide,11,2624,christian rock,2015,2022,7,1,3639.0
28857,12xme1fwd3iGEW7rF9b6tp,wincent weiss,57,1251652,german pop,2017,2023,20,1,1542740.0
28864,2aRLyjYp7WPr4EkjkI1gvS,fin.k.l,27,34565,"classic k-pop, k-pop girl group",1998,2019,10,3,47607.0
28869,5lapPaR1w8G0ocQPGtT29g,the marx trukker,0,145,ambient dub techno,2012,2020,9,4,80.0
28880,5nx28ULD2nOGcaZi4FDr0T,vanessa olivarez,0,111,idol,2006,2021,4,5,175.0
28882,2Ja3Z7CeIv5PPGMN6SVaMQ,petra janů,29,19040,"classic czech pop, czech pop",1979,2017,20,12,61885.0
28895,4JgGhWEWcKIyT84mknHP2w,kent jamz,29,7962,indie hip hop,2020,2022,6,1,29301.0
28898,6xEMoIJbN8zgmMpv6Nzt5Z,the unseen,28,47335,"boston hardcore, boston punk, crack rock steady, punk, ska punk, skate punk, street punk",2005,2022,5,3,51187.0
28900,3oMzxer7m75NN19ckIWSn8,der zyklus,10,9381,"acid idm, electro, nu electro",2006,2016,6,4,4099.0
28901,3erkj8ingOE5XcvEf1TDbQ,the rocktigers,0,285,k-rock,2003,2013,4,6,48.0
28909,2o4p8hALaC5C3iC6lyRYmI,nothing else,1,400,indonesian emo,2021,2023,2,6,212.0
28910,7MRDkEKtdsGcYn11A4qgUL,the downtown fiction,39,160796,"neon pop punk, pixie",2010,2020,12,6,368517.0
28914,4Ml7FTLPJB3eqi2R0QdByJ,think i care,18,4970,boston hardcore,2003,2006,3,12,7973.0
28920,38Mb64k2ldYOmNFO1D3xez,krilla,10,3889,canadian electronic,2018,2021,15,1,6548.0
28921,5Q8NEHGX70m1kkojbtm8wa,ibeyi,45,332556,"afropop, cuban alternative, etherpop, world",2015,2024,20,1,318783.0
28922,35eGw8fh5zcXdWIXq77kC3,am合唱團,1,379,taiwanese indigenous music,1999,1999,1,11,360.0
28925,405T0xBoHARxJLHycQgQAW,native lights,0,303,tulsa indie,2010,2015,2,2,53.0
28931,7xw0r7NBG7o1ns6AAQ7Qz7,pigalle,30,35179,"french punk, french rock",1990,2022,7,13,82053.0
28941,5MxhdXUvdf2cDyEnXFHpmZ,vinegar hill,9,553,austrian metal,2014,2024,15,1,6729.0
28944,4effiSDHnV1sU1FaLSWIRS,blithe field,23,10554,"experimental ambient, shimmer psych",2008,2023,12,1,25751.0
28946,0jmoN7cmqEaTwrd1bHq2yy,stahlberger,17,5463,"mundart, swiss hip hop, swiss indie, swiss rock",2011,2022,9,2,12690.0
28951,7fSCq6nVoFiyBqFD8fQFWR,pepper adams,19,11181,jazz saxophone,1956,2022,17,2,20343.0
28952,5x2Ufw4gSPVw4TNcGCpFT1,moritz moszkowski,33,7637,"german romanticism, late romantic era, polish classical",2015,2024,20,12,100187.0
28957,6tCENAD2FBfIMyygJMeOJV,fuck buttons,22,59814,bristol electronic,2008,2013,7,2,26169.0
28959,1dwbX9EeirHReONd43AJG5,rainer friman,22,4274,"classic finnish pop, classic iskelma, iskelma",1988,2010,13,1,15230.0
28962,1iYYY6EJIKsdSj6oZ3yIce,arie abbenes,0,27,bells,1995,2011,3,1,47.0
28963,0lvcZ19U6fvCgQ2I69nw0Q,petroloukas halkias,9,1151,greek clarinet,2007,2023,3,11,2909.0
28964,2V8UZPMR1EbkXhzvEGBTrV,lucky kilimanjaro,45,118629,"city pop, j-indie, japanese electropop, japanese r&b",2017,2024,20,1,380643.0
28966,12Mty079kEwFkfayZEC0DW,lom piano trio,1,49,classical piano trio,2005,2010,4,8,410.0
28973,1qmmiqE1glIyPbXg5sZ92f,spazzkid,13,24091,future bass,2013,2015,2,3,8910.0
28978,4ZhOoRZ0JE0enmVPAjkEU2,ninety one,39,365464,"kazakh hip hop, kazakh pop, q-pop",2017,2023,20,1,85735.0
28979,4GjUPOhTJnoDyaWOKm9QuW,riddarna,20,6283,swedish psychedelic rock,2010,2018,18,4,19374.0
28982,54mZqV4rGrZzC1H89scrHF,kunvuk,0,60,"avant-garde metal, technical groove metal",2010,2018,5,5,12.0
28985,3K6LZGkzrJ4tD0pSrT9QZl,escolta de guerra,45,245368,"corrido, corridos alternativos, musica mexicana, norteno, sierreno",2009,2024,20,1,108315.0
28988,4LPznDHsWRPbEivBW6aYqv,revamp,30,39269,"dutch metal, gothic metal, gothic symphonic metal, symphonic metal",2010,2013,2,14,58381.0
28991,62USA8ccl2yj1sSVyqL2LR,pee wee gaskins,47,364373,"indonesian emo, indonesian indie, indonesian pop punk",2008,2022,19,5,658437.0
28992,45pSO4X08kuMH8ovIKlZzV,sexton blake,8,2493,portland indie,2007,2007,1,13,3144.0
28999,4sh4MHP7lhrSUakxwZzwqz,bruce cockburn,39,61260,"canadian singer-songwriter, classic canadian rock, contemporary folk, ectofolk, singer-songwriter",2002,2023,20,15,225958.0
29011,7CFP7LoAK7aFVbExP1xBhM,urban trad,13,2241,flemish folk,2001,2014,5,1,7895.0
29014,0gOK5QL62fve3KDQoojq0M,dethroned,18,6445,german hardcore,2019,2024,6,5,10319.0
29016,161V0zb1jYGPP3k2Da2PUr,walleater,1,668,"grunge revival, grungegaze",2015,2023,5,1,443.0
29017,3gjqD5j7NaOCr4kLULEV0L,mora lucay,21,7952,chilean indie,2017,2023,8,1,20114.0
29023,1k3e4JvpJQFxuhI8ZRuwh4,spanky loco,29,53786,chicano rap,2005,2024,20,1,34602.0
29026,36IO5ItRvRUxC7RcJAv0Zh,solar sai,50,8696,"kollywood, tamil pop",2002,2024,4,2,1759133.0
29027,7ENoTzxUpaNXei3YONyJ8d,stephen majewski,8,45,new age piano,2007,2020,10,1,446.0
29033,6ja4dz2AUgBvEGs304q1JT,bandulu dub,13,1373,"chinese reggae, electro dub, reggae tuga",2007,2024,20,1,9651.0
29043,1WmqkcPyNG1p7GBgICEkE1,the stoneleigh band,5,694,"classic praise, uk worship",2001,2001,1,13,1435.0
29044,62dP6ZUK1jGsYfBBupOOnT,dystopian society,16,5776,"deathrock, italian post-punk",2015,2015,3,4,13115.0
29049,08b8bBBm9g4yIou2ESJmQN,dj format,26,32074,"bboy, turntablism",2003,2021,13,3,43322.0
29058,0YJZvddTNiDjJCFjFVtqx8,jasmon,28,2529,"german electronica, world chill",2001,2024,16,1,60586.0
29063,27bhelNsrdlX5Y5H7yigfg,suldusk,23,11527,dark folk,2019,2024,5,1,17896.0
29064,0s5lCQo326H7PV2G0xJCD9,da guedes,20,10937,"rap gaucho, rock gaucho",1999,2023,9,6,18120.0
29065,4sctitB70tTmziCPMwYJJr,sachal vasandani,31,4918,"audiophile vocal, contemporary vocal jazz",2007,2022,19,1,106559.0
29066,70SLTveum5fe1RFHa2pyCM,cage the gods,11,4912,"modern hard rock, nwocr",2014,2014,2,1,4989.0
29069,64P6kZ20gN4cXQsZCYhoe2,the gospel whiskey runners,15,10373,christian indie,2011,2023,13,1,11180.0
29070,3IbPKEpZLfGXIFf9YArzn3,beyond helvete,0,631,autonomous black metal,2009,2022,9,3,76.0
29071,4fgIyZWIC7sO63K4B92CiL,ceild,0,122,progressive black metal,2019,2019,1,9,8.0
29072,56RXz6M4Pj56eKWYDPUyQd,turnstiles,14,1891,"galway indie, irish post-punk",2019,2022,8,1,14435.0
29074,7o9lV8TDW5DTrjsFgFMGSq,new town kings,15,7125,"dub punk, essex indie, uk reggae",2008,2018,9,4,8615.0
29077,4FtSnMlCVxCswABUmdhwpm,carly simon,59,1134375,"classic rock, folk, folk rock, heartland rock, mellow gold, singer-songwriter, soft rock",1980,2023,20,9,5229351.0
29080,7FpOGzPK8QgIpFOky6PnGk,sporto kantès,31,35890,nu jazz,2003,2014,6,4,119474.0
29081,75CdMsnBaz0OCauibxigPB,nattsmyg,0,661,"deep folk metal, folk black metal, nordic folk metal, viking black metal, viking metal",2005,2023,16,1,120.0
29084,1AT8NKdQOU0EVPu6ehN4NA,meryl,44,57056,"rap antillais, trap antillais",2020,2024,20,1,388498.0
29085,1oT4K1C9BXr4iAv2Jq4PCO,risto-matti marin,2,117,nordic classical piano,2000,2021,15,3,302.0
29092,435UmkDo0uchwmDeHdKWGN,sandra mccracken,40,44352,"acoustic pop, christian indie, roots worship",1999,2024,20,1,166566.0
29096,4sEkY4bx8a0KM6yfBUaSeG,christian brøns,27,9328,danish pop,2001,2022,6,5,55352.0
29097,4NrpGfgzz4AZ0krq1enK1P,atmospherix,1,324,deep liquid bass,2010,2024,8,4,400.0
29104,7JuE5St8Q5avUbzg1XFjMQ,enochian theory,1,1772,"prog metal, progressive alternative",2007,2022,4,1,226.0
29106,14PGhw01AQXhvJEdPD80Nl,generasion,22,12825,"latin worship, rock cristiano",2016,2022,4,1,14638.0
29108,5ol2VJHDX6oTHQIoClogBO,framing the red,25,7761,redneck,2012,2024,5,1,39047.0
29109,6q8R4RVlc4DZ1XElNLj6Ag,congi,20,6398,"deep dubstep, minimal dubstep, substep",2014,2023,20,5,20815.0
29112,5ZjbHADEHevpKZwm8iNz8q,black sun,17,2936,metal ecuatoriano,2005,2024,9,1,15204.0
29116,3YDQc8nFMCgW17SJU1tTnE,rebaelliun,8,2394,brazilian death metal,1998,2023,8,2,1698.0
29121,5l4hp8EeNzUB3zGhAUkViS,agharti,0,433,croatian metal,2013,2013,1,13,95.0
29123,09flJpVa3A52r8RwGjeY4O,vicinity,8,602,melodic progressive metal,2008,2024,7,1,815.0
29125,39mjfpuocb8x295Q9W1gXy,never come down,10,2396,western americana,2020,2024,8,1,2768.0
29130,1BUF8aMVtRjok60kNYYJQg,ground zero system,1,617,cyber metal,2008,2019,3,1,211.0
29131,3nVeK8gQChVtVCCjGreal2,tim halperin,45,39144,"channel pop, indiecoustica",2011,2024,20,1,741835.0
29134,5pR1zWq3UPsOpW1pTWayLf,hitkidd,47,42536,memphis hip hop,2018,2024,20,1,1106205.0
29138,6A65FMdqhuQfIRtGk3SPm8,matt carlson,39,1339,"ukulele, ukulele cover",2018,2023,20,15,78498.0
29139,00ZRBeM9nFKLl71O7RXPnw,sleeping cat,0,64,galician indie,2010,2016,3,5,6.0
29146,3Mxcmog17X6qFQVyurXFcl,j soul brothers,13,17677,j-pop boy group,1999,2009,4,7,3252.0
29147,1sniKBvInfBWCIkzFMUshP,lynn avery,17,1649,spectra,2022,2022,2,4,10063.0
29148,1bqaQBqbqbEXPxLF0v6AAH,dave holland,35,32648,"british jazz, contemporary jazz, contemporary post-bop, ecm-style jazz, jazz, jazz double bass, library music",1977,2022,20,2,85215.0
29154,0Ktsg7r5IMtl49VmPwiPpu,volga tamöz,37,33640,"deep turkish pop, turkish pop",2010,2022,6,11,34437.0
29155,6XTJcgSOtX7zGavi7EOazp,4ten,5,41373,k-pop girl group,2016,2016,1,5,1558.0
29160,3hPWXUiBymvUzh5pWWGlLL,les clébards,15,2375,"french folk pop, french punk",2006,2024,4,9,2423.0
29163,4eCeBKR7bYwfctDvtOCLF2,tumbao,13,1897,"cumbia lagunera, musica coahuilense",2007,2014,2,10,5486.0
29166,6rkcwqYBmnC0cqjGERkklu,sodality,10,1347,progressive trance,2019,2021,20,2,5758.0
29167,11U92jH08cygOvK6VQ6Z9Y,lucy loves schroeder,0,166,dallas indie,2001,2001,2,5,45.0
29168,5Qfqa9FeOchAWt6kfuvZbY,iron monkey,23,19517,"drone metal, sludge metal, sludgecore, stoner metal, uk doom metal",1997,2024,10,6,21175.0
29172,75IFS4w4dhyYMDGnTfzOAx,ab/cd,23,8569,swedish hard rock,1988,2024,20,6,24534.0
29177,2r09Inibex3C4ZNTUVSG3m,keith sweat,54,2008907,"contemporary r&b, new jack swing, r&b, urban contemporary",1987,2024,20,1,1919011.0
29182,6d3BkI9bZouJ63vdkH3c4l,les forbans,30,26242,"chanson, chanson humoristique, classic french pop",1996,2024,4,2,128691.0
29190,4mQm8gcXNNyzNQRqYKTKqo,h2o,34,95731,"hardcore, melodic hardcore, nyhc, punk, skate punk, straight edge",1996,2022,16,3,91825.0
29195,3UxoLSuhPEXE81rnYRPkub,florindo sassone,14,1054,vintage tango,1980,2024,20,10,12041.0
29196,1R1byeWphoNYJem1TnJ1yX,antonio arnedo,12,3240,jazz colombiano,1996,2023,9,1,3580.0
29197,6dCV3fKV2GLJHYlW9nDTHP,anders skarpsno,12,653,norwegian gospel,2010,2012,2,14,3195.0
29202,22JRcgZYKhusAzHT4fP8Zl,isolation ward,7,2715,"belgian new wave, gothic post-punk, minimal wave, uk post-punk",2009,2009,1,17,2011.0
29204,2f71laBAdaAaxoRjIFo9Yj,muki,33,37650,uk desi rap,2021,2024,20,1,75382.0
29207,57TWRqTpy99V3o2Z67cJ8e,she talks silence,4,1069,japanese post-punk,2010,2017,3,6,1206.0
29210,6CVgZk2tqDgdHvZgH8r2tY,deep in hate,0,1318,technical brutal death metal,2011,2011,1,11,48.0
29213,0JeCYiFXT9DoXVyjUMdBc5,quatuor sine nomine,3,287,string quartet,1994,2023,20,55,441.0
29214,6ykPwZtw5Kg15wT3AIg0ld,grupo bahia,23,15273,folclor afrocolombiano,1998,2023,20,1,28547.0
29216,5vHVAxIclgKnuHZ6YOs4CV,evelyn ficarra,0,38,british electroacoustic,2008,2008,1,6,10.0
29217,6wxh9aTFgTS4OiyYlnQBq6,bengü,59,1289510,turkish pop,2000,2024,20,1,3322272.0
29218,5eKLa1xyHLq8ERWmT1CRHj,the crystal method,45,308243,"big beat, breakbeat, electronica",1996,2023,20,1,509261.0
29220,0swI9dpMNQ4nGPHhpYF4zG,kid digital,8,977,"breakbeat, psybreaks",2008,2024,20,3,3452.0
29224,7unNuvk3OEqGmegHTaxRA9,judy and mary,49,714146,"anime, classic j-pop, j-pop, j-rock",1994,2001,20,3,700649.0
29233,1Dq5QP4Ur8HN9kRjEqdLNx,unherz,20,6375,deutschrock,2010,2022,17,1,13989.0
29240,1vxs3LR8qxyi4kdnnNiAd3,black whales,1,983,seattle indie,2010,2016,5,2,240.0
29243,2BYveow92D3pDofutp1gyX,monochrome-coat,0,363,touhou,2017,2017,1,10,82.0
29244,1llUGXhBESnmaCxpBV4zwe,nina nastasia,18,17475,melancholia,2000,2023,13,1,12443.0
29249,4sX5aHE7Jnbl4bTrah2aDu,ina müller,39,130944,"german country, german pop",2004,2024,14,1,108271.0
29250,4CgnuROdDHgMTXtFyoxOWG,splattered entrails,0,1709,new york death metal,2012,2021,4,5,141.0
29254,53xrG8pSA6Byu3kDz46iBK,ensemble zefiro,19,2308,baroque ensemble,1997,2023,20,50,13235.0
29255,3ThdaPvNiFdEGqXIVy1Mao,patrick mcavinue,9,286,bluegrass fiddle,2006,2023,5,1,3394.0
29256,5BfKKSmpGmj2moMNlaWeJK,marty,44,35210,"christian hip hop, christian trap",2015,2024,10,6,188651.0
29257,6A6MCK78azVt5qF0Acohdi,the teen queens,9,879,classic girl group,2020,2020,1,1,5468.0
29258,5u7FXbK7whWNTbgeicnbG9,jonah jones,27,2592,"jazz trumpet, modern swing, space age pop",1972,2023,15,10,51155.0
29267,5leTuVWMEcXFeyMuFeCv5J,the invincible spirit,19,7266,"dortmund indie, ebm, old school ebm",1987,2021,10,5,16698.0
29275,6QgOGgahvXBHEEzpjbDsOj,sanctus real,57,336037,"ccm, christian alternative rock, christian music",2002,2024,20,1,2427948.0
29276,4jqirZJS6xzBZ93vQxKSQc,lee clarke,25,852,indie r&b,2020,2023,7,3,71955.0
29278,0UrDI2pvxUUaSgkaSkcpjb,peter combe,33,13420,"australian children's music, children's folk",1999,2023,20,20,99350.0
29280,3KCgaq5Kagk9sTxkprm1vr,fubbix,0,100,swedish pop punk,2011,2013,3,4,39.0
29282,1Yr9lXq2m3KO4otqQKcllY,the 4 of us,21,8595,irish rock,1989,2021,9,1,20757.0
29291,4aRjcECzLWpoxbzYFaevhV,niels lan doky,14,3064,"danish jazz, danish modern jazz",1990,2023,20,8,7942.0
29299,1VPvUjdH1KqUKA015rVkto,saints & sinners,8,1898,"hard glam, sleaze rock",1992,1992,1,11,2002.0
29304,3a4Urmdg48IliGOvbS21jR,das bierbeben,6,2720,elektropunk,2002,2016,12,4,1942.0
29305,0ejC7uoHm9rW22mjbLpDgY,hyldon,32,38202,"bossa nova, brazilian soul",1975,2024,20,1,141737.0
29313,4IiwYcVscrZT4vaMul4BdO,prognoise,0,202,musica rondoniense,2010,2021,5,5,34.0
29318,1GdTErb29TNkiEGWrNGAeH,the merry macs,26,3881,"british dance band, vocal harmony group",1938,2019,5,2,43713.0
29319,2BwzHQCPEZc2nCeStyclIP,ryo the skywalker,33,57296,j-reggae,2005,2022,17,1,38104.0
